STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,KI,Kiribati,F,Female,Y65T999,65+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,1.4,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,84.1,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,VU,Vanuatu,F,Female,Y25T54,25-54,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,18.4,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,1.52,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,1.52,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,1.52,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,2.63,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,2.63,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,2.63,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,2.28,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2.28,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,2.28,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,2.28,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_LSC,Liner Shipping Connectivity Index,CK,Cook Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,2.62,,INDEX,index,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The figure is from Quarter 3 of the given year. A benchmark of 100 was set in 2004. For each of the five components in the calculation (number of regular containerized ships serviced in the country,their container-carrying capacity,maximum vessel size that can be received,number of services, and number of companies that deploy container ships to a country’s ports), a country’s value is divided by the maximum value of each component in 2004, the five components are then averaged for each country, and the average is divided by the maximum average for 2004 and multiplied by 100.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,51,,PERCENT,percent,R,Regional,C,Country Data,2016 Pacific Infrastructure Performance Indicators 'PIPIs' report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,51,,PERCENT,percent,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,53,,PERCENT,percent,R,Regional,C,Country Data,2016 Pacific Infrastructure Performance Indicators 'PIPIs' report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,61,,PERCENT,percent,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,"The data on Papua New Guinea only includes the national road network, which is the part of the total network, with data on paving status. There are also approximately 21,000 km of subnational (provincial and district) roads for which data are not available on paving status.",
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,NR,Nauru,_T,Total,Y15T24,15-24,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,26.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,NR,Nauru,M,Male,Y10T999,10+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,22.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,SB,Solomon Islands,F,Female,Y10T14,10-14,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,1.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,_T,Total,Y25T54,25-54,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,47.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,VU,Vanuatu,F,Female,Y10T999,10+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,53.6,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,F,Female,Y15T24,15-24,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,36.7,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,FM,Micronesia (Federated States of),M,Male,Y55T64,55-64,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,16.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,_T,Total,Y55T64,55-64,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,20.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,PW,Palau,M,Male,Y55T64,55-64,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,16.4,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,DOWNSOFT,"Proportion of individuals who found, downloaded, installed and
            configured software",TV,Tuvalu,M,Male,Y15T49,15-49,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,17.7,,PERCENT,percent,_Z,Not applicable,_X,Not Available,,,,,2019-2020,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,98,,PERCENT,percent,R,Regional,C,Country Data,Pacific Infrastructure Performance Indicators 2011 report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,98,,PERCENT,percent,R,Regional,C,Country Data,2016 Pacific Infrastructure Performance Indicators 'PIPIs' report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_PRU,Proportion of roads unpaved,SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,88,,PERCENT,percent,R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,The data for Solomon Islands include 920 km of private plantation roads.,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2015,,0,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_NET_BBND,Fixed Internet broadband subscriptions per 100 inhabitants,WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,IS_GE10M,Internet speed: 10 Mbit/s or above,_T,No breakdown by disability,2016,,0.11,,PER_100_POP,per 100 population,G,Global,E,Estimated,Data based on the ITU DataHub,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,F,Female,Y10T14,10-14,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,8.7,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,VU,Vanuatu,M,Male,Y15T24,15-24,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,36.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,NR,Nauru,M,Male,Y10T14,10-14,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,5.2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,SB,Solomon Islands,_T,Total,Y10T14,10-14,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,1.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2012-2013,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_MOB_OWN,Proportion of individuals who own a mobile telephone,TV,Tuvalu,F,Female,Y15T49,15-49,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,82,,N,units,N,National,C,Country Data,"Tuvalu Central Statistics Department. 2021. Tuvalu Multiple Indicator Cluster Survey 2019–2020, Snapshot of Key Findings. Funafuti, Tuvalu: Tuvalu Central Statistics Department.",,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,FM,Micronesia (Federated States of),M,Male,Y65T999,65+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,17.3,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,_T,Total,Y65T999,65+,U,Urban,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,2,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2015-2016,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,FM,Micronesia (Federated States of),F,Female,Y10T999,10+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,14.9,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2013-2014,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,VU,Vanuatu,F,Female,Y55T64,55-64,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,7.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TO,Tonga,M,Male,Y65T999,65+,R,Rural,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,42.8,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2021-2022,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,KI,Kiribati,F,Female,Y10T14,10-14,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,11.5,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,BPI_NRF,"Number of road fatalities per 10,000 registered vehicles",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,6,,PER_10000_VEH,"per 10,000 vehicles",R,Regional,C,Country Data,Review of Economic Infrastructure in the Pacific: Pacific Infrastructure Performance Indicators 2021 report,,A,Normal value,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,KI,Kiribati,_T,Total,Y10T999,10+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,31.6,,PERCENT,percent,N,National,C,Country Data,Household Income and Expenditure Survey (HIES) 2019-2020,,A,Normal value,Internet use in the last 30 days,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,KI,Kiribati,_T,Total,Y10T999,10+,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,36.9,,PERCENT,percent,N,National,C,Country Data,Kiribati 2020 Census microdata.,,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_MOB_4GNTWK,"Proportion of population covered by at least a 4G mobile
            network",FM,Micronesia (Federated States of),_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,0,,PERCENT,percent,G,Global,C,Country Data,"Department of Transportation, Communications and Infrastructure",,,,,
DATAFLOW,SPC:DF_BP50_7(1.0),Blue Pacific 2050: Technology And Connectivity (Thematic Area 7),I,A,Annual,IT_USE_ii99,Proportion of individuals using the Internet,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,5.2,,PER_100_POP,per 100 population,G,Global,,,ITU,,,,,
